gen,ind,genome,fitness
93,0,0,2.689969539642334
93,1,0,2.1838436126708984
93,2,0,5.480306625366211
93,3,0,1.6795976161956787
93,4,0,6.670607566833496
93,5,0,-0.051494479179382324
93,6,0,0.36199021339416504
93,7,0,1.6454226970672607
93,8,0,3.92482852935791
93,9,0,5.2333879470825195
93,10,0,4.824295520782471
93,11,0,7.676197052001953
93,12,0,0.6752870082855225
93,13,0,10.060770034790039
93,14,0,3.122251033782959
93,15,0,3.1588287353515625
93,16,0,2.422239303588867
93,17,0,5.595239162445068
93,18,0,7.948010444641113
93,19,0,3.0507848262786865
93,20,0,5.652731418609619
93,21,0,3.893038749694824
93,22,0,2.0845186710357666
93,23,0,-0.2261587381362915
93,24,0,1.9795212745666504
93,25,0,9.592962265014648
93,26,0,1.0053942203521729
93,27,0,0.4670425057411194
93,28,0,2.483323574066162
93,29,0,1.9756965637207031
93,30,0,10.351775169372559
93,31,0,5.267386436462402
93,32,0,6.324315071105957
93,33,0,4.5676469802856445
93,34,0,6.348481178283691
93,35,0,1.837975263595581
93,36,0,-3.3434979915618896
93,37,0,4.686284065246582
93,38,0,0.7546652555465698
93,39,0,3.912649154663086
93,40,0,3.024644374847412
93,41,0,8.752832412719727
93,42,0,8.47632884979248
93,43,0,3.5283055305480957
93,44,0,0.9903389811515808
93,45,0,5.921728134155273
93,46,0,5.107266426086426
93,47,0,0.5458136796951294
93,48,0,1.690230369567871
93,49,0,8.525819778442383
