gen,ind,genome,fitness
494,0,0,66.38888
494,1,0,65.1449
494,2,0,65.53241
494,3,0,65.31987
494,4,0,65.228294
494,5,0,65.23885
494,6,0,65.458305
494,7,0,65.454544
494,8,0,65.25
494,9,0,65.52397
494,10,0,65.29744
494,11,0,65.47841
494,12,0,65.57766
494,13,0,64.85251
494,14,0,63.313087
494,15,0,65.22843
494,16,0,65.46832
494,17,0,58.866344
494,18,0,62.76872
494,19,0,65.48819
494,20,0,65.23748
494,21,0,65.4517
494,22,0,65.57148
494,23,0,64.80895
494,24,0,63.195927
494,25,0,65.49699
494,26,0,64.728745
494,27,0,65.47734
494,28,0,61.006256
494,29,0,64.541664
494,30,0,65.09012
494,31,0,65.50917
494,32,0,65.58563
494,33,0,65.35379
494,34,0,65.41408
494,35,0,65.36038
494,36,0,65.33311
494,37,0,65.60349
494,38,0,65.27416
494,39,0,65.319916
494,40,0,65.53674
494,41,0,65.4649
494,42,0,62.457405
494,43,0,61.96559
494,44,0,65.52253
494,45,0,65.50963
494,46,0,64.693375
494,47,0,65.46166
494,48,0,65.36747
494,49,0,65.455025
494,50,0,65.46612
494,51,0,65.223206
494,52,0,63.95201
494,53,0,57.87467
494,54,0,65.453575
494,55,0,65.22437
494,56,0,65.434265
494,57,0,65.23394
494,58,0,62.08127
494,59,0,65.52085
494,60,0,65.42471
494,61,0,65.44914
494,62,0,65.628456
494,63,0,59.12565
494,64,0,65.139656
494,65,0,65.44281
494,66,0,65.074005
494,67,0,65.4173
494,68,0,64.9241
494,69,0,64.197495
494,70,0,65.123695
494,71,0,65.222595
494,72,0,65.193985
494,73,0,65.52925
494,74,0,63.83562
494,75,0,65.583595
494,76,0,64.824455
494,77,0,65.25
494,78,0,65.454765
494,79,0,64.51455
494,80,0,65.25
494,81,0,65.46777
494,82,0,65.283394
494,83,0,65.49901
494,84,0,65.453606
494,85,0,64.34582
494,86,0,65.27641
494,87,0,64.28865
494,88,0,65.48678
494,89,0,63.170807
494,90,0,65.51214
494,91,0,65.1661
494,92,0,65.28985
494,93,0,59.79167
494,94,0,65.20786
494,95,0,65.477165
494,96,0,65.52211
494,97,0,65.49861
494,98,0,65.06437
494,99,0,65.58563
494,100,0,65.25
