gen,ind,genome,fitness
441,0,0,66.38888
441,1,0,65.32861
441,2,0,65.24124
441,3,0,65.168
441,4,0,65.26446
441,5,0,65.291245
441,6,0,65.32949
441,7,0,65.343765
441,8,0,65.23239
441,9,0,65.17751
441,10,0,65.37368
441,11,0,65.2155
441,12,0,65.306335
441,13,0,65.36774
441,14,0,65.16031
441,15,0,65.27438
441,16,0,65.229385
441,17,0,65.326126
441,18,0,65.35148
441,19,0,65.331406
441,20,0,65.280174
441,21,0,65.37605
441,22,0,65.23428
441,23,0,65.318665
441,24,0,65.27899
441,25,0,65.23133
441,26,0,65.32462
441,27,0,65.231026
441,28,0,65.367035
441,29,0,65.311295
441,30,0,65.32225
441,31,0,65.2181
441,32,0,65.28443
441,33,0,65.285
441,34,0,65.31089
441,35,0,65.30447
441,36,0,65.25
441,37,0,65.412834
441,38,0,65.32598
441,39,0,65.30119
441,40,0,65.35465
441,41,0,65.31807
441,42,0,65.3121
441,43,0,65.27679
441,44,0,65.23297
441,45,0,65.257
441,46,0,65.25
441,47,0,65.32781
441,48,0,65.219315
441,49,0,65.32313
441,50,0,65.28914
441,51,0,65.29087
441,52,0,65.336174
441,53,0,65.35778
441,54,0,65.25
441,55,0,65.26954
441,56,0,63.940094
441,57,0,65.32833
441,58,0,65.253204
441,59,0,64.79361
441,60,0,65.378174
441,61,0,65.25
441,62,0,65.37427
441,63,0,65.29415
441,64,0,65.3378
441,65,0,65.22591
441,66,0,64.80602
441,67,0,65.34779
441,68,0,65.23086
441,69,0,65.331406
441,70,0,65.36094
441,71,0,65.30383
441,72,0,65.25
441,73,0,65.36152
441,74,0,59.24858
441,75,0,65.35086
441,76,0,65.57654
441,77,0,65.33674
441,78,0,62.007492
441,79,0,65.780136
441,80,0,65.29196
441,81,0,65.29628
441,82,0,65.26848
441,83,0,65.28593
441,84,0,65.16739
441,85,0,65.33402
441,86,0,65.26396
441,87,0,65.12721
441,88,0,65.25
441,89,0,65.30911
441,90,0,65.270515
441,91,0,65.1929
441,92,0,57.875313
441,93,0,65.343346
441,94,0,65.210945
441,95,0,65.25
441,96,0,65.20417
441,97,0,65.331795
441,98,0,65.33502
441,99,0,65.227455
441,100,0,65.32131
