gen,ind,genome,fitness
227,0,0,6.069284439086914
227,1,0,6.451927185058594
227,2,0,5.600610733032227
227,3,0,6.082913398742676
227,4,0,7.620810031890869
227,5,0,7.731578350067139
227,6,0,7.605138778686523
227,7,0,8.75388240814209
227,8,0,4.702106475830078
227,9,0,8.770824432373047
227,10,0,6.01873254776001
227,11,0,7.3271074295043945
227,12,0,7.348358631134033
227,13,0,7.246654987335205
227,14,0,6.93402099609375
227,15,0,1.979649543762207
227,16,0,9.55158805847168
227,17,0,5.682751178741455
227,18,0,9.092409133911133
227,19,0,8.814194679260254
227,20,0,10.484140396118164
227,21,0,7.6215033531188965
227,22,0,0.13386599719524384
227,23,0,6.665709495544434
227,24,0,7.060164451599121
227,25,0,10.135448455810547
227,26,0,7.06925106048584
227,27,0,6.25848388671875
227,28,0,7.10113525390625
227,29,0,8.938570022583008
227,30,0,-5.113633155822754
227,31,0,8.180547714233398
227,32,0,6.261086463928223
227,33,0,8.699240684509277
227,34,0,9.534452438354492
227,35,0,8.897600173950195
227,36,0,6.4306864738464355
227,37,0,5.698636054992676
227,38,0,4.649827003479004
227,39,0,7.108583927154541
227,40,0,6.753715991973877
227,41,0,7.001835346221924
227,42,0,7.0742645263671875
227,43,0,10.145196914672852
227,44,0,8.95174789428711
227,45,0,9.171016693115234
227,46,0,14.280054092407227
227,47,0,8.721207618713379
227,48,0,5.961730480194092
227,49,0,6.293113708496094
