gen,ind,genome,fitness
282,0,0,4.786927223205566
282,1,0,8.871417045593262
282,2,0,7.810855865478516
282,3,0,9.099571228027344
282,4,0,8.151359558105469
282,5,0,8.905518531799316
282,6,0,8.946977615356445
282,7,0,11.63405990600586
282,8,0,5.969237327575684
282,9,0,10.370329856872559
282,10,0,8.78250789642334
282,11,0,6.907360076904297
282,12,0,10.264570236206055
282,13,0,8.290913581848145
282,14,0,7.296422481536865
282,15,0,3.9071292877197266
282,16,0,9.26358413696289
282,17,0,9.243109703063965
282,18,0,9.848611831665039
282,19,0,7.5305986404418945
282,20,0,8.333556175231934
282,21,0,8.747930526733398
282,22,0,6.957093715667725
282,23,0,11.171361923217773
282,24,0,10.178091049194336
282,25,0,1.36667001247406
282,26,0,6.47566032409668
282,27,0,5.118032932281494
282,28,0,5.851511001586914
282,29,0,6.889588356018066
282,30,0,9.576252937316895
282,31,0,8.535768508911133
282,32,0,7.319622993469238
282,33,0,4.659897804260254
282,34,0,7.964346885681152
282,35,0,6.632649898529053
282,36,0,9.917842864990234
282,37,0,7.973021507263184
282,38,0,10.048881530761719
282,39,0,8.393314361572266
282,40,0,8.044658660888672
282,41,0,9.911661148071289
282,42,0,9.48859977722168
282,43,0,8.331058502197266
282,44,0,9.45482063293457
282,45,0,6.561064720153809
282,46,0,5.1516265869140625
282,47,0,10.79435920715332
282,48,0,8.868250846862793
282,49,0,10.384852409362793
