gen,ind,genome,fitness
243,0,0,6.1978230476379395
243,1,0,4.824209690093994
243,2,0,-0.6813350319862366
243,3,0,7.3279008865356445
243,4,0,7.092920303344727
243,5,0,7.296243667602539
243,6,0,6.977259635925293
243,7,0,7.423249244689941
243,8,0,8.528295516967773
243,9,0,8.31255054473877
243,10,0,5.741768836975098
243,11,0,7.384398460388184
243,12,0,6.421316146850586
243,13,0,6.634315490722656
243,14,0,5.15218448638916
243,15,0,6.236145973205566
243,16,0,6.550189018249512
243,17,0,4.665477752685547
243,18,0,7.096384048461914
243,19,0,7.022497177124023
243,20,0,7.300639629364014
243,21,0,5.706309795379639
243,22,0,6.182419776916504
243,23,0,14.08714485168457
243,24,0,5.629355430603027
243,25,0,7.413841247558594
243,26,0,9.030630111694336
243,27,0,8.485748291015625
243,28,0,8.282572746276855
243,29,0,6.693262100219727
243,30,0,7.3079681396484375
243,31,0,8.130122184753418
243,32,0,9.242329597473145
243,33,0,9.116267204284668
243,34,0,6.735383033752441
243,35,0,9.544459342956543
243,36,0,4.684500694274902
243,37,0,8.018563270568848
243,38,0,7.363917350769043
243,39,0,5.22929573059082
243,40,0,8.063735961914062
243,41,0,6.3072710037231445
243,42,0,2.581108331680298
243,43,0,6.989494323730469
243,44,0,1.213921308517456
243,45,0,3.240008592605591
243,46,0,9.436783790588379
243,47,0,5.075018882751465
243,48,0,6.771481513977051
243,49,0,10.08804702758789
