gen,ind,genome,fitness
143,0,0,5.340308666229248
143,1,0,6.343539714813232
143,2,0,7.274631977081299
143,3,0,7.620360374450684
143,4,0,7.565227508544922
143,5,0,-0.06392873078584671
143,6,0,8.594573974609375
143,7,0,5.019831657409668
143,8,0,7.6258745193481445
143,9,0,7.651856422424316
143,10,0,6.01295280456543
143,11,0,6.791655540466309
143,12,0,7.577881813049316
143,13,0,3.196889638900757
143,14,0,3.605680465698242
143,15,0,4.992908477783203
143,16,0,-0.00029772520065307617
143,17,0,1.905188798904419
143,18,0,6.924323081970215
143,19,0,5.645917892456055
143,20,0,6.058417797088623
143,21,0,6.39286994934082
143,22,0,8.981836318969727
143,23,0,9.782003402709961
143,24,0,-1.581958532333374
143,25,0,5.382059097290039
143,26,0,8.006908416748047
143,27,0,3.629101037979126
143,28,0,5.0525617599487305
143,29,0,6.039773941040039
143,30,0,0.8992339968681335
143,31,0,6.7275567054748535
143,32,0,10.448140144348145
143,33,0,7.75667667388916
143,34,0,9.739509582519531
143,35,0,2.6245038509368896
143,36,0,7.069040298461914
143,37,0,0.22801446914672852
143,38,0,6.891122817993164
143,39,0,9.078840255737305
143,40,0,0.0004202499985694885
143,41,0,7.959429740905762
143,42,0,4.607594013214111
143,43,0,4.5708088874816895
143,44,0,1.5720601081848145
143,45,0,5.544119834899902
143,46,0,3.8827760219573975
143,47,0,0.7571782469749451
143,48,0,4.762749195098877
143,49,0,5.700628280639648
