gen,ind,genome,fitness
58,0,0,0.16632021963596344
58,1,0,5.13800573348999
58,2,0,3.279444694519043
58,3,0,5.506927490234375
58,4,0,1.9234108924865723
58,5,0,4.064194679260254
58,6,0,6.652908802032471
58,7,0,2.2911760807037354
58,8,0,5.956481456756592
58,9,0,4.452763557434082
58,10,0,0.4304494857788086
58,11,0,3.700911283493042
58,12,0,9.633821487426758
58,13,0,0.2093844711780548
58,14,0,9.273324012756348
58,15,0,5.957192420959473
58,16,0,6.40987491607666
58,17,0,2.4610867500305176
58,18,0,1.7841914892196655
58,19,0,2.4045348167419434
58,20,0,2.110870838165283
58,21,0,0.5456030368804932
58,22,0,0.014928996562957764
58,23,0,5.509092330932617
58,24,0,8.984317779541016
58,25,0,4.657004356384277
58,26,0,3.1028261184692383
58,27,0,2.530540943145752
58,28,0,7.359574317932129
58,29,0,8.314960479736328
58,30,0,1.2006009817123413
58,31,0,4.754907608032227
58,32,0,3.5981221199035645
58,33,0,1.4321069717407227
58,34,0,3.55850887298584
58,35,0,5.473017692565918
58,36,0,0.8064775466918945
58,37,0,8.036348342895508
58,38,0,0.9397280216217041
58,39,0,4.085777282714844
58,40,0,4.7609710693359375
58,41,0,4.490121841430664
58,42,0,4.91437292098999
58,43,0,8.715214729309082
58,44,0,7.097732067108154
58,45,0,2.2837162017822266
58,46,0,0.9213507175445557
58,47,0,11.403145790100098
58,48,0,7.570188999176025
58,49,0,4.119391918182373
