gen,ind,genome,fitness
413,0,0,66.232475
413,1,0,65.22086
413,2,0,65.25
413,3,0,65.242516
413,4,0,65.33922
413,5,0,65.25065
413,6,0,65.22215
413,7,0,65.305084
413,8,0,65.25056
413,9,0,65.2509
413,10,0,65.25069
413,11,0,65.25062
413,12,0,65.25069
413,13,0,65.26007
413,14,0,65.25069
413,15,0,65.25059
413,16,0,65.25049
413,17,0,65.25
413,18,0,65.25073
413,19,0,65.2506
413,20,0,65.25077
413,21,0,65.25086
413,22,0,65.24882
413,23,0,65.25053
413,24,0,65.24873
413,25,0,65.25
413,26,0,65.24999
413,27,0,65.25061
413,28,0,65.14624
413,29,0,65.28425
413,30,0,65.25069
413,31,0,65.25063
413,32,0,65.25075
413,33,0,65.250626
413,34,0,65.25073
413,35,0,65.25068
413,36,0,65.25084
413,37,0,65.25074
413,38,0,65.2509
413,39,0,65.25061
413,40,0,65.25065
413,41,0,65.25075
413,42,0,65.25071
413,43,0,65.25064
413,44,0,65.25
413,45,0,65.25069
413,46,0,65.24548
413,47,0,65.2505
413,48,0,65.25075
413,49,0,65.250755
413,50,0,65.277084
413,51,0,65.25068
413,52,0,65.250656
413,53,0,65.25064
413,54,0,65.25069
413,55,0,65.25063
413,56,0,65.25
413,57,0,65.25053
413,58,0,65.27716
413,59,0,65.25
413,60,0,65.250725
413,61,0,65.250656
413,62,0,65.25073
413,63,0,65.25085
413,64,0,65.21283
413,65,0,65.07977
413,66,0,65.238525
413,67,0,65.25063
413,68,0,65.250694
413,69,0,65.2509
413,70,0,65.167046
413,71,0,65.25043
413,72,0,65.250404
413,73,0,65.25
413,74,0,65.25075
413,75,0,65.25053
413,76,0,65.25064
413,77,0,65.25075
413,78,0,65.24491
413,79,0,65.250656
413,80,0,65.25
413,81,0,65.25069
413,82,0,65.25064
413,83,0,65.25061
413,84,0,65.25075
413,85,0,65.25069
413,86,0,65.25074
413,87,0,65.14354
413,88,0,64.178734
413,89,0,65.25044
413,90,0,65.25
413,91,0,65.25067
413,92,0,65.25068
413,93,0,65.25075
413,94,0,65.25075
413,95,0,65.26563
413,96,0,65.2509
413,97,0,65.245964
413,98,0,65.25074
413,99,0,65.19031
413,100,0,65.13981
