gen,ind,genome,fitness
349,0,0,7.288925647735596
349,1,0,7.597960472106934
349,2,0,8.213743209838867
349,3,0,5.853421688079834
349,4,0,7.922134876251221
349,5,0,7.969748497009277
349,6,0,7.428046226501465
349,7,0,5.242428302764893
349,8,0,9.104456901550293
349,9,0,8.87908935546875
349,10,0,8.624671936035156
349,11,0,9.582633972167969
349,12,0,3.510301113128662
349,13,0,7.8829803466796875
349,14,0,8.05817985534668
349,15,0,6.08163595199585
349,16,0,10.005071640014648
349,17,0,8.27742862701416
349,18,0,2.0983493328094482
349,19,0,4.351021766662598
349,20,0,8.5825777053833
349,21,0,10.022232055664062
349,22,0,7.038687705993652
349,23,0,10.025716781616211
349,24,0,8.409421920776367
349,25,0,5.569582462310791
349,26,0,1.6077170372009277
349,27,0,2.5174732208251953
349,28,0,4.910983562469482
349,29,0,5.503554344177246
349,30,0,7.926072120666504
349,31,0,7.180514812469482
349,32,0,8.920938491821289
349,33,0,4.439652442932129
349,34,0,1.4448363780975342
349,35,0,4.897850036621094
349,36,0,5.961017608642578
349,37,0,2.8033313751220703
349,38,0,7.457597732543945
349,39,0,10.182137489318848
349,40,0,8.578609466552734
349,41,0,8.734851837158203
349,42,0,6.998839855194092
349,43,0,11.860702514648438
349,44,0,7.448807716369629
349,45,0,9.067131042480469
349,46,0,6.122376918792725
349,47,0,7.700155258178711
349,48,0,9.637372970581055
349,49,0,0.2907734811306
