gen,ind,genome,fitness
364,0,0,6.927817344665527
364,1,0,0.81926429271698
364,2,0,7.940155506134033
364,3,0,8.207589149475098
364,4,0,10.414825439453125
364,5,0,7.407177925109863
364,6,0,9.803091049194336
364,7,0,6.925102710723877
364,8,0,9.881166458129883
364,9,0,8.575055122375488
364,10,0,8.0858154296875
364,11,0,7.936458587646484
364,12,0,7.80161190032959
364,13,0,6.968204498291016
364,14,0,7.645015716552734
364,15,0,6.69266414642334
364,16,0,8.697734832763672
364,17,0,9.577388763427734
364,18,0,10.392513275146484
364,19,0,9.425596237182617
364,20,0,8.956962585449219
364,21,0,8.232979774475098
364,22,0,9.774300575256348
364,23,0,4.207546234130859
364,24,0,10.053460121154785
364,25,0,2.1760950088500977
364,26,0,7.639128684997559
364,27,0,7.114314556121826
364,28,0,7.513848304748535
364,29,0,9.11584186553955
364,30,0,5.096608638763428
364,31,0,7.9117350578308105
364,32,0,1.291621208190918
364,33,0,8.637739181518555
364,34,0,6.952908992767334
364,35,0,6.207475185394287
364,36,0,7.888337135314941
364,37,0,8.803946495056152
364,38,0,9.444676399230957
364,39,0,6.2967305183410645
364,40,0,9.555060386657715
364,41,0,5.498631477355957
364,42,0,6.73997688293457
364,43,0,7.431948661804199
364,44,0,7.4240007400512695
364,45,0,5.334164142608643
364,46,0,10.153209686279297
364,47,0,9.830089569091797
364,48,0,4.67899227142334
364,49,0,8.896241188049316
