gen,ind,genome,fitness
57,0,0,2.606365442276001
57,1,0,4.0728559494018555
57,2,0,-0.5390398502349854
57,3,0,8.173120498657227
57,4,0,3.709266185760498
57,5,0,-0.07676424831151962
57,6,0,-0.30112820863723755
57,7,0,1.7406831979751587
57,8,0,3.352778434753418
57,9,0,3.495800495147705
57,10,0,4.046535491943359
57,11,0,0.16183793544769287
57,12,0,9.475385665893555
57,13,0,1.2069772481918335
57,14,0,-0.2307267189025879
57,15,0,3.298330307006836
57,16,0,2.2754199504852295
57,17,0,-5.924527645111084
57,18,0,6.535816192626953
57,19,0,4.830564498901367
57,20,0,6.087364673614502
57,21,0,-4.865979194641113
57,22,0,0.23913750052452087
57,23,0,3.9069204330444336
57,24,0,5.396209716796875
57,25,0,0.7767757177352905
57,26,0,5.545754432678223
57,27,0,1.050768494606018
57,28,0,2.92173433303833
57,29,0,7.620140552520752
57,30,0,2.480526924133301
57,31,0,9.581077575683594
57,32,0,3.605017900466919
57,33,0,0.8491767644882202
57,34,0,4.955717086791992
57,35,0,1.004886269569397
57,36,0,8.14965534210205
57,37,0,6.616574287414551
57,38,0,0.6753672361373901
57,39,0,7.314703464508057
57,40,0,4.122394561767578
57,41,0,3.2199158668518066
57,42,0,3.527649402618408
57,43,0,3.9231977462768555
57,44,0,-1.8316388130187988
57,45,0,8.150717735290527
57,46,0,2.946061372756958
57,47,0,8.217920303344727
57,48,0,4.14940071105957
57,49,0,3.772408962249756
