gen,ind,genome,fitness
213,0,0,6.75700044631958
213,1,0,6.895786285400391
213,2,0,6.599343299865723
213,3,0,8.954276084899902
213,4,0,8.404095649719238
213,5,0,6.944156646728516
213,6,0,4.020952224731445
213,7,0,7.96977424621582
213,8,0,7.766584396362305
213,9,0,4.67335319519043
213,10,0,5.978885650634766
213,11,0,5.595032215118408
213,12,0,7.626954078674316
213,13,0,6.827542304992676
213,14,0,7.882897853851318
213,15,0,10.02778434753418
213,16,0,8.050434112548828
213,17,0,5.842916011810303
213,18,0,10.23592758178711
213,19,0,6.81981086730957
213,20,0,9.899243354797363
213,21,0,4.192750453948975
213,22,0,5.713533401489258
213,23,0,2.1973071098327637
213,24,0,10.274807929992676
213,25,0,8.522439956665039
213,26,0,6.460355758666992
213,27,0,4.225740432739258
213,28,0,7.778025150299072
213,29,0,7.84760046005249
213,30,0,4.826207160949707
213,31,0,7.833085536956787
213,32,0,7.9292755126953125
213,33,0,6.869504451751709
213,34,0,4.854368209838867
213,35,0,5.853716850280762
213,36,0,7.311432838439941
213,37,0,7.687044143676758
213,38,0,6.589070796966553
213,39,0,6.253999710083008
213,40,0,3.5618903636932373
213,41,0,7.894059658050537
213,42,0,4.542201042175293
213,43,0,4.5187225341796875
213,44,0,6.441262722015381
213,45,0,8.193552017211914
213,46,0,6.739788055419922
213,47,0,6.952282905578613
213,48,0,9.715110778808594
213,49,0,1.3406200408935547
