gen,ind,genome,fitness
492,0,0,66.38888
492,1,0,65.425735
492,2,0,65.4679
492,3,0,65.21978
492,4,0,65.25
492,5,0,65.5055
492,6,0,65.479744
492,7,0,65.67192
492,8,0,65.00936
492,9,0,65.4439
492,10,0,65.50144
492,11,0,65.223305
492,12,0,65.432495
492,13,0,62.944923
492,14,0,65.38807
492,15,0,64.776245
492,16,0,65.53161
492,17,0,65.43022
492,18,0,60.011898
492,19,0,65.49451
492,20,0,65.46777
492,21,0,65.4029
492,22,0,65.33711
492,23,0,65.45976
492,24,0,65.043274
492,25,0,65.48057
492,26,0,65.41268
492,27,0,65.358894
492,28,0,65.40415
492,29,0,65.39675
492,30,0,65.533295
492,31,0,65.29667
492,32,0,65.5017
492,33,0,65.1938
492,34,0,65.10927
492,35,0,64.79426
492,36,0,65.442894
492,37,0,64.94314
492,38,0,62.115326
492,39,0,65.55124
492,40,0,65.17025
492,41,0,65.23564
492,42,0,65.519554
492,43,0,65.47978
492,44,0,65.15661
492,45,0,65.47035
492,46,0,64.2252
492,47,0,65.41734
492,48,0,64.90765
492,49,0,65.67235
492,50,0,65.25357
492,51,0,62.826714
492,52,0,61.258858
492,53,0,64.20046
492,54,0,65.25
492,55,0,64.09204
492,56,0,65.557274
492,57,0,65.23132
492,58,0,65.470474
492,59,0,65.47385
492,60,0,65.52829
492,61,0,65.46957
492,62,0,61.166767
492,63,0,66.352234
492,64,0,65.25
492,65,0,65.43823
492,66,0,65.43229
492,67,0,65.380806
492,68,0,63.446884
492,69,0,65.22861
492,70,0,65.05258
492,71,0,64.6869
492,72,0,65.128235
492,73,0,65.4332
492,74,0,64.96357
492,75,0,65.25278
492,76,0,64.58996
492,77,0,65.29598
492,78,0,58.919415
492,79,0,65.446976
492,80,0,65.519554
492,81,0,65.454956
492,82,0,65.46509
492,83,0,59.718304
492,84,0,65.25645
492,85,0,65.47774
492,86,0,65.42443
492,87,0,65.14398
492,88,0,65.24898
492,89,0,65.33855
492,90,0,65.40268
492,91,0,65.25236
492,92,0,64.90653
492,93,0,65.37848
492,94,0,65.27168
492,95,0,64.884514
492,96,0,65.2346
492,97,0,65.53738
492,98,0,59.866245
492,99,0,65.45673
492,100,0,63.869797
