gen,ind,genome,fitness
370,0,0,7.609631538391113
370,1,0,7.438132286071777
370,2,0,-0.7718097567558289
370,3,0,4.539623260498047
370,4,0,7.1443281173706055
370,5,0,7.182279109954834
370,6,0,7.680197238922119
370,7,0,10.482215881347656
370,8,0,6.8672943115234375
370,9,0,6.93373441696167
370,10,0,6.121973037719727
370,11,0,9.869138717651367
370,12,0,6.984493255615234
370,13,0,4.941749095916748
370,14,0,7.6548027992248535
370,15,0,7.315362453460693
370,16,0,6.907492637634277
370,17,0,8.224782943725586
370,18,0,9.4141263961792
370,19,0,4.518032073974609
370,20,0,0.0020654797554016113
370,21,0,11.181282043457031
370,22,0,8.433769226074219
370,23,0,7.236529350280762
370,24,0,14.290366172790527
370,25,0,8.045701026916504
370,26,0,10.002620697021484
370,27,0,3.044426679611206
370,28,0,10.408258438110352
370,29,0,7.640185832977295
370,30,0,7.531639099121094
370,31,0,10.668893814086914
370,32,0,10.516154289245605
370,33,0,-2.214324712753296
370,34,0,6.729764938354492
370,35,0,7.156814098358154
370,36,0,7.2931318283081055
370,37,0,11.399515151977539
370,38,0,6.968388080596924
370,39,0,7.520146369934082
370,40,0,6.1971588134765625
370,41,0,7.561941623687744
370,42,0,6.418072700500488
370,43,0,8.396003723144531
370,44,0,8.553749084472656
370,45,0,8.697712898254395
370,46,0,6.868104457855225
370,47,0,8.59343433380127
370,48,0,4.355030059814453
370,49,0,7.091203689575195
