gen,ind,genome,fitness
489,0,0,66.38888
489,1,0,65.36536
489,2,0,65.44079
489,3,0,65.43719
489,4,0,65.32159
489,5,0,65.184166
489,6,0,65.56474
489,7,0,65.17662
489,8,0,65.32792
489,9,0,65.47898
489,10,0,65.34836
489,11,0,65.3073
489,12,0,65.127396
489,13,0,65.52032
489,14,0,64.55928
489,15,0,65.42078
489,16,0,65.48838
489,17,0,64.55616
489,18,0,64.369064
489,19,0,65.25
489,20,0,65.52134
489,21,0,64.804596
489,22,0,65.05225
489,23,0,65.06121
489,24,0,65.20597
489,25,0,65.38329
489,26,0,65.50943
489,27,0,65.54094
489,28,0,65.555595
489,29,0,65.345436
489,30,0,65.46945
489,31,0,65.43162
489,32,0,65.46076
489,33,0,65.12689
489,34,0,65.31903
489,35,0,65.2536
489,36,0,65.492836
489,37,0,65.12051
489,38,0,65.01067
489,39,0,65.415596
489,40,0,65.5229
489,41,0,65.52301
489,42,0,65.42142
489,43,0,64.71336
489,44,0,65.492775
489,45,0,65.037895
489,46,0,65.467255
489,47,0,64.73865
489,48,0,65.50119
489,49,0,65.41383
489,50,0,65.464264
489,51,0,63.65368
489,52,0,65.504265
489,53,0,59.805313
489,54,0,62.780502
489,55,0,65.18274
489,56,0,64.9638
489,57,0,65.55334
489,58,0,65.28238
489,59,0,65.496185
489,60,0,65.4651
489,61,0,65.44412
489,62,0,65.62963
489,63,0,65.57341
489,64,0,65.49616
489,65,0,65.44999
489,66,0,65.18829
489,67,0,64.8055
489,68,0,65.2184
489,69,0,65.430824
489,70,0,65.09913
489,71,0,65.5048
489,72,0,64.65883
489,73,0,65.350204
489,74,0,65.006935
489,75,0,61.260853
489,76,0,65.47808
489,77,0,65.39702
489,78,0,65.443
489,79,0,64.83755
489,80,0,64.92557
489,81,0,65.4053
489,82,0,65.37214
489,83,0,65.53285
489,84,0,63.55805
489,85,0,64.996704
489,86,0,65.322495
489,87,0,65.42178
489,88,0,65.2489
489,89,0,65.57002
489,90,0,65.41604
489,91,0,65.51428
489,92,0,65.40176
489,93,0,64.03875
489,94,0,65.48836
489,95,0,65.484184
489,96,0,65.25741
489,97,0,65.5172
489,98,0,65.49105
489,99,0,65.222435
489,100,0,64.25075
