gen,ind,genome,fitness
67,0,0,3.673543691635132
67,1,0,4.016534805297852
67,2,0,3.2977006435394287
67,3,0,-0.21242079138755798
67,4,0,1.0178507566452026
67,5,0,1.702589511871338
67,6,0,0.9667587280273438
67,7,0,-0.13686630129814148
67,8,0,4.1227850914001465
67,9,0,4.582607746124268
67,10,0,1.47456955909729
67,11,0,0.7462590336799622
67,12,0,3.722188711166382
67,13,0,2.570251941680908
67,14,0,3.7917163372039795
67,15,0,4.237762451171875
67,16,0,4.078923225402832
67,17,0,3.3578879833221436
67,18,0,3.2586069107055664
67,19,0,6.418710708618164
67,20,0,1.0553922653198242
67,21,0,1.118257761001587
67,22,0,1.2103967666625977
67,23,0,2.17901873588562
67,24,0,-0.10899773240089417
67,25,0,1.344177484512329
67,26,0,-0.627981424331665
67,27,0,2.5203092098236084
67,28,0,1.9436184167861938
67,29,0,2.9321022033691406
67,30,0,2.852390766143799
67,31,0,4.532192230224609
67,32,0,1.5680601596832275
67,33,0,5.399805068969727
67,34,0,0.8255734443664551
67,35,0,1.8087453842163086
67,36,0,4.649859428405762
67,37,0,8.045587539672852
67,38,0,5.2600531578063965
67,39,0,1.877016305923462
67,40,0,6.587010383605957
67,41,0,3.978724718093872
67,42,0,6.838843822479248
67,43,0,6.089218616485596
67,44,0,1.2301132678985596
67,45,0,2.0555803775787354
67,46,0,5.840812683105469
67,47,0,-0.8195606470108032
67,48,0,5.173013210296631
67,49,0,8.49072551727295
