gen,ind,genome,fitness
356,0,0,1.8581817150115967
356,1,0,9.900798797607422
356,2,0,8.812408447265625
356,3,0,13.250004768371582
356,4,0,7.400599479675293
356,5,0,5.218534469604492
356,6,0,6.509612083435059
356,7,0,9.625541687011719
356,8,0,7.073889255523682
356,9,0,5.685969829559326
356,10,0,6.051727294921875
356,11,0,5.288591384887695
356,12,0,8.089183807373047
356,13,0,8.946843147277832
356,14,0,13.310526847839355
356,15,0,5.730895042419434
356,16,0,8.041756629943848
356,17,0,11.330338478088379
356,18,0,8.138528823852539
356,19,0,6.320390224456787
356,20,0,6.901664733886719
356,21,0,7.555889129638672
356,22,0,8.215394973754883
356,23,0,6.323548316955566
356,24,0,6.573958396911621
356,25,0,7.501664161682129
356,26,0,10.279905319213867
356,27,0,7.427849769592285
356,28,0,2.633319616317749
356,29,0,10.736577987670898
356,30,0,7.5196990966796875
356,31,0,7.88880729675293
356,32,0,8.639545440673828
356,33,0,9.825920104980469
356,34,0,8.0748929977417
356,35,0,6.921598434448242
356,36,0,8.328453063964844
356,37,0,5.837224006652832
356,38,0,9.624929428100586
356,39,0,9.229935646057129
356,40,0,7.983458518981934
356,41,0,8.161209106445312
356,42,0,-1.1468257904052734
356,43,0,7.160579681396484
356,44,0,7.066999912261963
356,45,0,6.236445903778076
356,46,0,6.257516860961914
356,47,0,2.487593650817871
356,48,0,9.107053756713867
356,49,0,3.8939759731292725
