gen,ind,genome,fitness
76,0,0,1.074088215827942
76,1,0,3.9135184288024902
76,2,0,3.648697853088379
76,3,0,7.6930718421936035
76,4,0,1.446265459060669
76,5,0,2.101980686187744
76,6,0,3.4710681438446045
76,7,0,6.7081451416015625
76,8,0,0.43359729647636414
76,9,0,2.61759352684021
76,10,0,2.280874729156494
76,11,0,8.896210670471191
76,12,0,1.527144432067871
76,13,0,5.18234920501709
76,14,0,0.813815712928772
76,15,0,7.873760223388672
76,16,0,6.530640602111816
76,17,0,3.974311351776123
76,18,0,-3.6902241706848145
76,19,0,4.771093368530273
76,20,0,4.466363906860352
76,21,0,5.419155120849609
76,22,0,4.899670600891113
76,23,0,3.7451796531677246
76,24,0,3.315511703491211
76,25,0,3.4520931243896484
76,26,0,10.608113288879395
76,27,0,1.5627647638320923
76,28,0,5.93026065826416
76,29,0,-0.3463457226753235
76,30,0,1.3569450378417969
76,31,0,9.843404769897461
76,32,0,3.327810287475586
76,33,0,3.9172234535217285
76,34,0,2.0974228382110596
76,35,0,2.9746861457824707
76,36,0,4.37982702255249
76,37,0,1.8009257316589355
76,38,0,3.5853562355041504
76,39,0,4.327311992645264
76,40,0,0.9198987483978271
76,41,0,5.6136298179626465
76,42,0,4.914292812347412
76,43,0,5.849724769592285
76,44,0,1.3278825283050537
76,45,0,2.6216704845428467
76,46,0,3.4370617866516113
76,47,0,3.8156538009643555
76,48,0,3.9102835655212402
76,49,0,4.315451622009277
