gen,ind,genome,fitness
464,0,0,66.38888
464,1,0,65.26167
464,2,0,65.3241
464,3,0,65.39458
464,4,0,65.46252
464,5,0,65.37074
464,6,0,65.37074
464,7,0,65.23876
464,8,0,65.28581
464,9,0,64.894615
464,10,0,65.42429
464,11,0,65.46128
464,12,0,64.82823
464,13,0,65.54206
464,14,0,65.34969
464,15,0,65.35453
464,16,0,65.44098
464,17,0,65.41063
464,18,0,65.53827
464,19,0,65.27336
464,20,0,65.25
464,21,0,65.32935
464,22,0,65.42839
464,23,0,65.3424
464,24,0,65.2383
464,25,0,63.00765
464,26,0,64.810036
464,27,0,65.4124
464,28,0,64.928276
464,29,0,65.34434
464,30,0,65.36586
464,31,0,65.385185
464,32,0,65.39594
464,33,0,62.028435
464,34,0,65.338234
464,35,0,65.28167
464,36,0,65.3596
464,37,0,65.24659
464,38,0,65.25
464,39,0,65.389
464,40,0,65.328
464,41,0,65.47306
464,42,0,65.26775
464,43,0,65.43141
464,44,0,65.20004
464,45,0,65.25664
464,46,0,65.30814
464,47,0,65.17816
464,48,0,65.25557
464,49,0,65.46209
464,50,0,65.27629
464,51,0,63.997974
464,52,0,65.374214
464,53,0,65.23037
464,54,0,65.39391
464,55,0,65.26723
464,56,0,65.3779
464,57,0,64.71932
464,58,0,65.27336
464,59,0,64.14169
464,60,0,65.40697
464,61,0,64.89416
464,62,0,65.31452
464,63,0,65.39914
464,64,0,65.39614
464,65,0,65.28065
464,66,0,65.43305
464,67,0,65.280655
464,68,0,65.46704
464,69,0,65.3667
464,70,0,65.25
464,71,0,65.40793
464,72,0,65.29869
464,73,0,65.260475
464,74,0,65.42073
464,75,0,65.23364
464,76,0,65.33425
464,77,0,65.22888
464,78,0,65.43113
464,79,0,65.26988
464,80,0,65.3542
464,81,0,65.37698
464,82,0,65.39933
464,83,0,65.3493
464,84,0,65.35186
464,85,0,63.72575
464,86,0,65.25524
464,87,0,65.43113
464,88,0,65.36677
464,89,0,65.51058
464,90,0,65.406296
464,91,0,65.34816
464,92,0,65.39933
464,93,0,65.26076
464,94,0,65.29151
464,95,0,64.281906
464,96,0,65.40402
464,97,0,65.40676
464,98,0,65.34895
464,99,0,65.347374
464,100,0,61.765236
